name_with_abstract,category
Biyomedikal İşaret ve Görüntülerde Görgül Kip Ayrışımı Biyomedikal veriler kullanıldıkları otomasyonlar sayesinde hastalık teşhisinde doktorlara büyük kolaylıklar sağlamaktadır. Bu verilerin çeşitli işaret görüntü işleme algoritmaları kullanılarak incelenmesi ve sınıflandırma algoritmalarıyla yapısal özelliklerinin çıkarılması günümüzde yaygın hale gelmiştir. Biyomedikal alandaki bu yaygın kullanım beraberinde bazı sorunları da getirmiştir. Bilgisayar ortamında oluşturulan yapay işaretlerin aksine EKG gibi biyomedikal işaretlerin düzensiz ve gürültülü yapısı klasik işaret işleme algoritmalarının uyarlanması konusunda yetersizliğe sebep olmuştur. Benzeri durum iki boyutlu işaretler olan histopatolojik görüntüler için de geçerlidir. Bu yapılardaki gürültü ve belirsizlikler sınıflandırmada kullanılacak özelliklerin çıkarılmasına engel olmaktadır. Bu tez çalışmasında belirli bir formül gerektirmeyen veriyle uyumlu çalışan Görgül Kip Ayrışımı (GKA Empirical Mode Decomposition) kullanılmıştır. İki bölümden oluşan bu çalışmanın ilk bölümünde EKG işaretleri incelenmiş klasik işaret ayrıştırma yöntemleriyle performans kıyaslaması yapılmış ve GKA'nın özellik çıkarımında daha başarılı olduğu gözlenmiştir. Bu başarım değeri Destek Vektör Makineleri'yle (DVM Support Vector Machines) sınıflandırma yapılarak elde edilmiştir. İkinci bölümde de histopatolojik görüntüler incelenmiş GKA'dan elde edilen özellikler çeşitli morfolojik araçlarla eniyileştirilmiş ve orijinal görüntü öğesi değerleriyle elde edilen özellik kümelerine kıyasla Rassal Ormanlar (RO Random Forests) yöntemi kullanılarak elde edilen sınıflandırma başarısında ilerleme kaydettiği gözlenmiştir. Bu çalışmadan elde edilen bilgiler GKA ile biyomedikal işaretlerden elde edilen özelliklerin uygun gürültü giderme araçlarının kullanılmasıyla sınıflandırılma performansını arttırma konusunda klasik yöntemlerden elde edilen özelliklere göre daha belirleyici olduğunu göstermiştir. ,Görüntü İşleme
Trackartı: Akut solunum yolu enfeksiyonu geçiren çocuk hastalar için mobil sağlık takip sistemi Bu tez çalışmasında Akut Solunum Yolu Enfeksiyonu Geçiren Çocuk Hastalar İçin Mobil Sağlık Takip Sistemi (TrackARTI) geliştirilmiştir. Bu çalışmada 0-6 yaş arası çocuklardaki Akut Solunum Yolu Enfeksiyonları (ASYE) hastalıklarının tedavisinde ebeveynlere veya sağlık uzmanlarına rehberlik edecek olan bir uzaktan tıbbi takip sistemi anlatılmıştır.  Bu sistemin temel amacı ASYE dönemlerindeki çocuk hasta vakalarına ait gerçek ve anlık medikal verileri çeşitli ortamlarda anlık olarak toplamak istenildiğinde görüntülemek makinelerin anlayacağı şekilde yapısal formda saklamak sistemin kendi çıkarım mekanizması sayesinde yorumlayıp kişiye özgü medikal önermeler yapmak veya çıkarsanmış ilgili yeni verileri sunmaktır. Sistemin temel kullanıcı grubu pediatri uzmanları ve ailelerdir. Bu sistemin ilk paydaşları ebeveynler çocuk hastalar pediatri uzmanları ve ilgili sağlık personelidir.   Önerilen TrackARTI sistemi akıllı M-Sağlık sistemlerine bir örnek teşkil etmektedir. Sistemin TrackARTI Yapay Zekâ Çıkarım Mekanizması ve TrackARTI Mobil Uygulaması olmak üzere iki temel çıktısı bulunmaktadır. Ayrıca Yapay Zekâ Çıkarım Mekanizması kendi içinde iki temel çalışmayı içermektedir 1) Medikal Görüntü İşleme tabanlı çıkarımlar ve 2) Anlamsal Veb Tabanlı Çıkarım Kuralları yoluyla yeni veriler ve önermelerin çıkarsaması. ,Görüntü İşleme
Fındık zarı uygunluğunun opencv ile belirlenmesi için yazılım ve donanım geliştirilmesi Dünyada birçok alanda kullanılmakta olan fındık içleri kullanıma hazır olması için bir dizi işlemden geçmektedir. Kullanıma hazır hale getirmek için özelleşmiş makineler olsa da makineler çıktı olarak kullanıma uygun olmayan fındık içleri ile yabancı maddeleri de verir. Çıktılardan bu maddeleri ayırmak insan eli ile yapıldığı için yüksek maliyet teşkil etmektedir. Görüntü işleme teknikleri yardımıyla bu maddeler düşük maliyette ayırt edilir. Bu çalışmada fındık içi zarı ayırma makinelerinden çıkan ürünlerin kullanıma uygun olup olmadığının görüntü işleme teknikleri kullanılarak otomatik tespiti amaçlanmıştır. Fındık içi zar ayırma makine performansı fındık türüne göre değişiklik göstermektedir. Uzunluğu genişliği hemen hemen aynı olan fındıklara tombul fındıklar denmektedir. Tombul fındıklarda 1000 kilogramlık bir miktardaki zar soyma işleminin başarı oranı yaklaşık %95-%98 arasındadır. Buruşuk fındık türlerindeki oran ise yaklaşık %75-%85 arasıdır. Zar ayırma işlemi için işlenen fındığın cinsi ve zar yapısına göre 8-10 m³ su kullanılmaktadır. Sistem fındık içi çıktısı olarak zarından ayrılmış fındıklarla beraber ayrılmamış fındıkları aynı bant üzerinden vermektedir. Çıktı olarak alınan bu zarı soyulmuş ve soyulmamış fındıklar arasında ayrım yapılması gerekmektedir. Yapılan ayrımdan sonra zarı soyulmuş fındıklar süreci tamamlayıp paketleme işlemine hazır duruma gelirler. Zarı soyulmamış fındıklar ise tekrar zarının soyulması için bahsedilen süreçlere tekrar sokulur. Zarı soyulmuş ve soyulmamış fındık ayrımı yapmak zahmetli ve süreci yavaşlatan bir işlemdir ve bu işlem zar soyma makineleri tarafından yapılmamakta insan eli tarafından yapılmaktadır.  Amaçlanan sistem fındık zarı soyma işlemi sonrası zarından ayrılmış fındıklar ile ayrılmamış fındıkları akan platform üzerine konan kamera ile tespit edip zarından ayrılmış fındıkları bir bölümde ayrılmamış fındıkları başka bir bölümde bulunan depolama alanlarına aktarılmasını sağlar. Ayrım işlemi için alınan görüntülerde görüntü işleme tekniklerinden ve OpenCV Kütüphanesinden yararlanılmıştır. Ayrıca OpenCV uygulaması ile durumuna karar verilmiş fındık yürüyen bant üzerinde uygun tarafa yönlendirir. Bu amacı yerine getirmek amacıyla da ayrıca bir donanım geliştirilmiştir. ,Görüntü İşleme
Farklı sayısal görüntü işleme teknikleri ile biyometrik görüntü analizi Dijital görüntü işleme mühendislik ve bilim gibi çeşitli alanlarda hızla gelişen bir teknolojidir. Dijital görüntü işlemenin sonar radar robot teknolojisi uzaktan algılama verileri ses ve görüntü işleme ve uydu teknolojileri gibi birçok farklı alanda uygulamaları vardır. Modern dijital iletişim sistemlerinin depolama ve performanslarındaki hızlı ilerlemeye rağmen sıkıştırılmamış çoklu ortam grafikleri hala büyük veri depolama ve bant genişliği veri aktarımı gerektirmektedir. Ses ve video veri depolama ve veri görüntüleme istekleri de günümüz teknolojilerini zorlamaktadır. Bu yüzden sıkıştırılmamış görüntü verilerini taşımak ve depolamak maliyetli olmakta ve veri sıkıştırmaya ihtiyaç duyulmaktadır. Birçok sıkıştırma tekniği vardır. Ancak sıkıştırma başarımı arttıkça görüntü kalitesinin kaybolması ve görüntü analizinin olumsuz etkilenmesi söz konusu olabilmektedir. Görüntü tanıma sistemlerinin özellikle yüz tanımada karşılaştığı en önemli sorunlardan ilki tüm görüntüleri tanımlamak için yeterli sayıda farklı görüntü verisinin olmaması durumu ikincisi de yüz özelliklerinin yaş veya görüntü bozulması nedeniyle değişmesi ve üçüncüsü ise yüz tanıma programlarının karşılaştığı en önemli problemlerden biri olan görüntünün kalitesizliğidir. Kalitesiz görüntülerde görüntü renklendirilmiş veya belirsizdir bu da yüz tanıma işlemini oldukça zorlaştırmaktadır.  Bu tez çalışmasında görüntü analizi ve görüntü tanıma üzerinde durulmuştur. Görüntü analiz tekniklerini kullanarak kişiler tanımlanabilir genetik algoritmalar ve Viola-Jones algoritması gibi dijital görüntü analiz teknikleri ve algoritmalarını kullanarak tüm gerekli bilgiler elde edilebilmektedir. Tüm resim ayrıntılarını ortaya çıkarmak ve görüntüleri karşılaştırmak için resimlere farklı özellikler de eklenmiştir. ,Görüntü İşleme
Karakter tanıma sistemleri ve Osmanlıca için bir uygulama Bu tezde Karakter Tanıma Sistemleri ele alınmıştır. C# programlama dili kullanılarak Osmanlıca için çeviri sistemi geliştirilmiştir. Osmanlıca harfler çeviri sistemine ASCII kod olarak girdi üreten bir optik karakter tanıma sistemi tarafından tanınmıştır. Girdi metin yükleme aşamasında girdi metinin tüm bileşik yapılarının sistem de olup olmadığı kontrol edilir. Dokümanın ve sözlüğün içeriğine göre olası alfabe çevirimlerinin tamamı üretilir. Eğer bir çevirim elde edilemezse metnin tanınmamış parçalan kullanıcıya sorulur. Kullanıcıyla bilgisayar arasındaki etkileşimi kolaylaştırmak artık günümüzde zorunlu hale gelmiştir. Kâğıt üzerine basılı metinlerin otomatik olarak bilgisayar ortamına aktarılması kullanıcıların zaman sarfiyatını azaltmak açısından çok nemlidir. Karakter Tanıma Sistemleri bilgisayar aracılığıyla basılı metinlerin okunarak metinlerine dönüştürülmesi işlemidir.  Tez altı bölümden oluşmaktadır: Giriş Bütünleşik Veri Görüntü İşleme Kullanılan Yöntemler Uygulama ve Materyal Sonuç ve Öneriler kısmından oluşmaktadır.  Giriş bölümünde bu tezin amacı ve bu çalışma hakkında literatür araştırması yapılmıştır. Bütünleşik Veri bölümünde Karakter Tanıma Sistemlerinin Genel Yapısı Karakter Tanıma Sistemlerinin Çalışma Prensibi Günümüzde Kullanılan Karakter Tanıma Sistemleri bu sistemlerin kullanım alanları avantaj ve dezavantajları ile Osmanlıcanın Yapısı ve Osmanlı Arşivleri incelenmiştir. Görüntü İşleme bölümünde görüntü işleme sistemlerinin çalışma prensipleri ve özellikleri incelenmiştir. Kullanılan Yöntemler bölümünde Karakter Tanıma Sistemleri için kullanılan yöntemler belirtilmiştir. Uygulama ve Materyal bölümünde Uygulamanın özellikleri programın algoritması ve arayüzü anlatılmıştır.  Sonuç ve Öneriler bölümünde test sonuçları değerlendirilmiş ve görüşler ve öneriler belirtilmiştir. ,Görüntü İşleme
Görüntü işleme yöntemleri kullanılarak gözdeki damarların tespit edilmesi Bu tez çalışması çeşitli hastalıklardan dolayı gözdeki retinada bulunan kan damarlarındaki değişimi kolaylıkla izleyip hastalıkların erken teşhisi ve tedavisi için görüntü işleme yöntemleri kullanılarak damarların çıkarılması ile ilgilidir. Tezin amacı hastalıkların erken teşhisi ve tedavisi için retinadaki kan damarlarının eksiksiz bir şekilde çıkarılmasıdır. Tez için gerçekleştirlen uygulamada retina görüntülerindeki kan damarlarının tespiti için şekil hatlarının belirlenmesi yöntemi kullanılmıştır. Şekil hatlarının belirlenmesi yönteminde ilk olarak aynı renk ve şiddete sahip piksel değerleri yani kontürler vektörel bir matris içerisinde toplanmaktadır. Daha sonra bu vektrörel matris içerisinde bulunan kontürlerin alanları hesaplanarak damar olmayacak kadar küçük alanlar elenmektedir. Damar olmayan alanlar elendikten sonra geriye kalan kontürler çizilerek damarlar tespit edilmektedir.  Damar çıkarma için birçok yöntem kullanılmaktadır. Damar çıkarma yöntemleri kullanılarak yazılan birçok program genellikle MATLAB kodları ile yazılmıştır. Uygulamalarda hız önemli olduğu için uygulama geliştirilirken makine diline en yakın üst düzey programlama dilleri tercih edilmiştir [1].  Çalışmada açık kaynak kodlu görüntü işleme kütüphanesi olan OpenCV görüntü işleme kütüphanesi damar çıkarma yöntemlerine uygulanarak program yazılmıştır. OpenCV görüntü işleme kütüphanesinde hazır bulunan filtreler fundus kamera ile çekilmiş göz resimlerine uygulanarak sonuçlar incelenmiştir. ,Görüntü İşleme
Çok seviyeli eşikleme ve arı algoritması yardımıyla renkli görüntülerin sınıflandırılması Görüntü sınıflandırma veya ayrıştırma bir görüntünün kendisini oluşturan alt küme veya nesne bileşenlerine ayrılması olup görüntü analizi ve örüntü tanıma işlemlerindeki en önemli adımlardan birisini teşkil eder.  Ayrıştırma işleminin temel amacı görüntü üzerinde farklı konumlardaki pikselleri gruplandırarak anlamlı ve yararlı bilgi elde etmektir. Günümüzde görüntü ayrıştırma alanında birçok çalışma bulunmakla birlikte bu alanda yer etmiş standart bir algoritma veya çözüm bulunmamaktadır. Görüntü sınıflandırmaya yönelik çalışmalarda hedefe ulaşmak adına günümüze kadar geliştirilen yöntemler kümeleme ve eşikleme esaslı olmuştur. Kümeleme yöntemleri güçlü yaklaşımlar olmasına rağmen hesapsal maliyeti görüntü boyutuna bağlıdır. Dolayısıyla gerçek zamanlı görüntü işleme uygulamalarında yetersiz kalmaktadır. Ayrıca iteratif yapıları ciddi bir dezavantaj oluşturmaktadır. Eşikleme metotları ise görüntü ayrıştırma konusunda tercih edilen yaklaşımlardan bir diğeridir. Otsu ve Kapur yöntemleri bu alanda sıklıkla faydalanılan iki çözümdür. Söz konusu yöntemler gri ölçekli görüntülerde sonuç verirken renkli görüntülerde yetersiz kalmaktadır. İlave olarak eşik sayısı arttıkça hesaplama maliyeti de artmakta dolayısıyla ciddi bir hesap maliyeti ortaya çıkmaktadır.  Bu çalışmada renkli görüntülerin çok seviyeli eşiklemesine dayalı yeni bir yöntem önerilmiştir. İlk olarak renkli görüntülerin her bir kanalının histogramının hesaplanmasının ardından yapay arı koloni algoritması ile eşik değerleri bulunmuştur.  Akabinde elde edilen eşik değerleri ile renk uzayı bölümlenmiştir. Bu sayede elde edilen küpler içerisinde kalan pikseller aynı sınıfa atanmış ve sınıflandırma yapılmıştır. ,Görüntü İşleme
Shearlet dönüşümü kullanılarak gerçek zamanlı kumaş hatası tespiti Tekstil sektörünün ara mamul maddesi olan kumaşlar farklı üretim teknikleri ile elde edilen ve temeli elyaf olan ürünlerdir. Bu ürünler yapılarına göre üç temel grupta toplanır. Bunlar Dokunmamış Kumaşlar Dokuma Kumaşlar ve Örme Kumaşlardır. Tekstil sektöründe kumaş üretimindeki payı üretim çeşitliliği ve kullanma alanı gözönüne alındığında en geniş kumaş sınıfını oluşturan dokuma kumaşlar atkı ve çözgü ipliği denilen iki paralel iplik dizisinin birbiriyle dik olarak kesişmesi sonucu oluşan bağlantıların oluşturduğu örgülerdir. Bu kumaşların elde edilmesi yani üretiminin yapılması aşamasında yaşanan çeşitli olumsuzluklar kumaşta hiç istenmeyen hataların oluşmasına yol açmaktadır. Dokuma teknolojisinde yaşanan gelişmeler sayesinde oluşabilecek bazı kumaş hatalarının tamamen ortadan kaldırılması ya da önlenebilmesi mümkün olsa da günümüzde hala kumaş üretimi esnasında hatalar oluşmaktadır. Bu oluşan hatalar kumaş dokuma sanayisi için çoğu zaman dikkat çeken maliyetlere yol açmaktadır. Bu sebeple kumaş hata kontrollerinin daha etkin ve hızlı yapılabilmesi adına görüntü işleme ve analiz tekniklerinin temel alındığı kumaş hatası tespit sistemlerinin geliştirilmesine yönelik çeşitli çalışmalar yapılmış ve yapılmaktadır. Bu tez çalışmasında görüntü işleme tekniklerinden faydalanılarak dokuma kumaş üzerinde gerçek zamanlı hata tespiti yapabilecek bir sistem (Kumaş Kontrol Sistemi ve Kumaş Hatası Tespit Yazılımı) geliştirilmiştir. Bu sistem yüksek çözünürlüklü kamera vasıtası ile anlık kaydedilen dokuma kumaş görüntüleri üzerinde görüntü işleme tekniklerinden Shearlet dönüşümü öznitelik çıkarma yöntemi kullanılarak gerçek zamanlı dokuma kumaş hata kontrolünün yapılmasını sağlayan düzenekten oluşmaktadır. Oluşturulan bu düzenekle yapılan gerçek zamanlı hata tespit çalışmalarında bilindik kumaş hatası türlerinden çözgü kopuğu (kaçığı) atkı kopuğu (kaçığı) delik yırtık ve leke (makine yağı) hatalarının başarılı bir şekilde tespiti yapılmıştır. ,Görüntü İşleme
Görüntü işleme teknikleri kullanılarak anizokori hastalığının teşhisi Göz bebeğindeki anomaliler bir çok hastalığın belirtisi olabilir. Bu hastalıklardan biri olan Anizokori iki göz bebeği büyüklüğünde bir eşitsizlik olma durumu ile karakterize edilmektedir. Anizokori normal popülasyonun %20'sinde görülen yaygın bir durumdur. Bu tez çalışmasında sayısal görüntü üzerinde MATLAB hesaplama ortamı kullanılarak uygulanan görüntü işleme teknikleri ile her iki göz bebeğinin tespiti ve büyüklük karşılaştırması gerçekleştirilmekte ve elde edilen sonuçlar ışığında Anizokori durumu olup olmadığının belirlenmesi için bir algoritma önerilmektedir. Söz konusu çalışmada giriş verisi ve test amaçlı kullanılmak üzere görüntüler Siblings Image Database ve İnternet ortamından temin edilmiştir. Bu yüksek lisans tezi sayısal görüntü işleme problemiyle ağırlıklı olarak belirlenen ilgi nesnelerinin lokalizasyonunu kapsamaktadır. Sayısal bir görüntüdeki yüz ve göz çifti lokalizasyonu göz bebeği tespiti ve ölçümü yapılarak belirlenmektedir. Bu tez çalışması görüntü işleme algoritması kullanılarak göz bebeğinin tespiti ve ölçümünün tıp ve psikoloji tanılarında nasıl kullanılabileceğini anlamaya yönelik fikir ortaya koymuş bir çalışmadır. ,Görüntü İşleme
JPEG dosyalarının hafıza boyutlarının düşürülmesi Bu çalışma ile JPEG dosyalarının bilgisayar hafızasında kapladıkları boyutun küçültülmesi amaçlanmıştır.  Çalışma süresince dijital görüntü işleme ve tekniklerine ilişkin incelemeler yapılmış ve mevcut bazı yöntemler günümüz örnekleri ile açıklanmaya çalışılmıştır. Çalışmanın detaylandırıldığı tez önerisinin sunulduğu bölümde ise hali hazırda bu tez konusunu belirli yöntemlerle gerçekleştiren diğer çalışmalara yer verilmiş ve yeni yaklaşım ortaya atılmıştır. ,Görüntü İşleme
Ses ve görüntü işleme eşleştirmesi ve işitme engelliler için bir konuşma terapi uygulaması Kendi kendine öğrenebilen karar verebilen akıllı sistemler çağı yaşanmaktadır. Teknolojik gelişmelerin pratik ve teorik çalışmalar ile iş dünyasının ve toplumun her kesimini dönüştürmeye yönelik olarak birçok farklı alanda kullanıldığı görülmektedir. Artık bilgisayarlar onlara yapmasını söylediğimiz şeyden çok daha fazlasını yapma becerisi ve kapasitesine sahiptirler.  Birçok alanda bilgisayar sistemleri hızları ve doğruluk dereceleri göz önüne alındığında hızlı çözümler geliştirmekte ve son derece başarılı olmaktadırlar. Eğitim sağlık savunma ve güvenlik alanlarında insan gibi düşünebilen karar verebilen akıllı sistemler insanların ihtiyaçlarına yönelik çözümler üretilmesini hedeflemektedir.  Bu çalışmanın amacı işitme engelli bireylerin konuşma ve dil kazanımı gelişimine destek sağlamaktır. Bu bağlamda ses ve görüntü işleme yöntemleri kullanılarak bireyin konuşma sırasındaki ses bilgisi ve görünür dudak hareketlerine ait özelliklerini çıkaran ve görsel geri bildirim sağlayan bir yazılım gerçekleştirilmesi hedeflenmektedir. Gelecekte bu teknolojilerin işitme engelli bireylerin dil ve konuşma yeteneklerinin geliştirilmesinde önemli bir işlem adımı olarak görülmektedir. ,Görüntü İşleme
Yüz parametreleri yardımı ile insanların etnik kökenlerine göre sınıflandırılması İnsanların yaşam biçimleri etnik kökenleri hareketlerini ve tercihlerini etkilemektedir. Teknolojinin gelişmesi ile insanların tanımlanması ve sınıflandırılması güvenlik pazarlama satış gibi farklı alanlarda daha çok kullanılmaya başlamıştır. İnsan yüzünün karakteristik özellikleri sınıflandırma için gerekli parametreleri barındırmaktatır. Bu parametreler ile sınıflandırma işlemi farklı teknikler kullanılarak yapılmaktadır. Bu çalışmada derin öğrenme teknikleri kullanılarak insanları etnik kökenlere göre sınıflandıran bir sistem yapılmıştır. Sisteme gelen fotoğraf görüntü işleme ve derin öğrenme teknikleri ile işleme sokulup yüz tanıma öznitelik çıkarma hizalama ve sınıflandırma gibi aşamalardan geçmektedir. Farklı derin öğrenme modelleri eğitilerek karşılaştırmaları yapılmış veri seti ve model yapılarının öneminden bahsedilmiştir. Sistem etnik kökene göre sınıflandırma yaparak elde edilen sonuçların farklı sistemler ve araştırmalarda kullanılabileceğini göstermektedir. ,Görüntü İşleme
Derin öğrenme kullanarak iha ile hareketli bir hedefin otonom olarak yakalanması İnsansız hava araçları yüksek manevra kabiliyeti ve havada asılı kalma yeteneği ile yaygın olarak kullanılır hale gelmiştir. Günümüzde askeri alanda sıklıkla kullanılır hale gelmiş olan İHA'lar yardımıyla kamikaze dalışları ve mühimmat konuşlandırması gerçekleştirilmektedir. Hareketli bir nesneyi İHA ile yakalamayı hedefleyen bu projede literatürde daha önce gerçekleştirilmiş çalışmalardan farklı olarak İHA uçuş modundayken hedef tespitini görüntü işleme teknikleri yerine derin öğrenmek teknikleriyle gerçekleştirmek bu iki tekniğin karşılaştırması ve sonuçlarını ortaya koymak amaçlanmıştır.  Araç belirli bir irtifada hedefi tanımlar ve akabinde 3 eksende takibini gerçekleştirerek hedefe doğru alçalır. Simülasyon ortamında gerçekleştirilen testlere göre derin öğrenme teknikleri hedefi tanımlama konusunda geçmiş çalışmalarda kullanılan yöntemlere göre daha isabetli olmaktadır. Simülasyon ortamı dışında henüz test gerçekleştirilememişse de simülasyon ortamında tatmin edici sonuçlar ortaya koyulmuştur. ,Görüntü İşleme
Görüntü işleme teknikleri ile enjektör üretiminde kalite kontrolü Gerek el işçiliği ile yapılan üretimlerde gerek makinalar ile yapılan seri üretimlerde kalite kontrol üretim sürecinin ayrılmaz parçasıdır. Kalite kontrol işlemi üretimden daha fazla dikkat isteyen hata oranlarının minimize edilmesi gerektiği süreçtir. Kalite kontrolünün insan tarafından gerçekleştirilmesi birçok işte olduğu gibi yorulma kaynaklı olması hız gerektirmesi ve/veya fark edilemeyecek kadar küçük kusurların olması açısından zor ve hataya açıktır. Bu zorluklara kontrol edilecek malzemenin enjektör gibi saydam malzemeden yapılmış olması da eklenirse kontrol sürecinde hata yaşanma durumu ciddi şekilde artmaktadır. Bu nedenle bu süreçte kalite kontrol işleminin mümkünse tamamen makinalarla olması tercih edilmelidir. Tamamen makinalar tarafından olmaması durumunda en azından makine destekli olarak insan tarafından gerçekleştirilmesi tercih edilmelidir.  İnsan gözü ile yapılan kalite kontrol prosesinde günümüzde görüntü işleme kullanılması sistemin geliştirilme sürecini kolaylaştırmakta ve tasarım sonrası kullanılabilirliğini arttırmaktadır.  Bu tez çalışmasında görüntü işleme teknikleri kullanılarak enjektör (şırınga) üretimi yapan bir işletmenin enjektör paketleme aşamasında kalite kontrol işlemini gerçekleştiren personele yardımcı olacak sistem tasarlanmıştır. Literatür taramasında enjektör üretiminin paketleme aşamasına yönelik oluşturulan kalite kontrol çalışmasına rastlanılmamıştır. Bu sebeple çalışmanın ilk olduğu düşünülmektedir.  Çalışmada görüntü almak için aydınlatma sistemiyle birlikte bir platform oluşturulmuş ve 12. 2 MP endüstriyel kamera kullanılmıştır. Problemlerin çözümüne yönelik görüntü işleme tekniklerinden sıkça kullanılan şablon eşleştirme haar-cascade sınıflandırıcısı renk filtreleme morfolojik işlemler gibi yöntemler birleştirilmiştir. Enjektör ve iğne ucu paketlenmesi aşamasında paket görüntüsü içinde enjektör/iğne ucu nesnelerine yönelik var/yok/adet/yabancı madde tespit-kontrol üzerine çalışılmıştır. Kullanılan yaklaşımlar kullanım amaçları ve doğruluk oranları ile şu şekilde sıralanabilir şablon eşleştirme ile nesne tespiti %99. 87 haar-cascade sınıflandırıcısıyla nesne tespitinde %90. 49 renk filtreleme ile nesne tespiti %90. 85 ve leke tespiti ile yabancı madde aranması %85. 58'dir. Yöntemlerin ortalama çalışma süreleri şablon eşleştirme 2. 13sn haar-cascade 0. 015sn ve renk filtreleme-yabancı madde aranması 0. 01sn olarak ölçülmüştür.  Anahtar Kelimeler: Enjektör-şırınga üretimi görüntü işleme haar-cascade renk filtreleme şablon eşleştirme,Görüntü İşleme
Ayrık dalgacık dönüşümü tabanlı paralel görüntü sıkıştırma sistemi tasarımı Günümüzde dijital görüntülerin çözünürlükleri giderek artmakta ve bunun sonucunda depolama birimlerinde kapladıkları alanlar da büyümektedir. Dijital görüntülerin boyutlarının artması başka bir noktaya iletilmesini zorlaştırmaktır. Geçmişten günümüze kablosuz ağlar internet gibi veri iletişim bantları görüntü teknolojisi kadar hızlı gelişemediğinde dijital görüntülerin sıkıştırılmasına ihtiyaç doğurmuştur. Günümüzde teknolojinin ilerlemesi ile düşük güç tüketimine ve düşük işlemci birimine sahip birçok tek çekirdekli bilgisayarlar bulunmaktadır. Bu tarz ürünlerin tercih edilmesinin başlıca tercih sebepleri arasında düşük enerji tüketimi taşınabilir olması ve mali açıdan uygun olması öne çıkmaktadır. Bu gibi sistemler üzerinde görüntü işlemek için tercih edilmeye başlanmıştır. Ayrıca çözünürlüğün artması ile dijital görüntünün işlenmesi için daha yüksek işlem birimlerine ihtiyaç duyulmaktadır. İşlem birimlerin günümüzde ulaştığı hızlar bu problemi çözmekte zorlanmaktadır. Görüntü işlemlerini birden fazla işlem biriminde paralel bir şekilde işlemek bu probleme çözüm olabilir. Bu tez çalışmasında görüntü sıkıştırma için kullanılan Haar ayrık dalgacık dönüşümü kullanılarak dağıtık bellek sistemine uygun bir şekilde paralel çalışan bir algoritma ile gerçeklenmiştir. Sistem olarak RaspberryPi 3 tercih edilmiş ve görüntü sıkıştırmada kuantalama ve exp-golomb yöntemleri de kullanılmıştır. ,Görüntü İşleme
