name,category
Çok işlevli bir algılama sistemi.,Görüntü İşleme
Pratik bir algılama sistemi.,Görüntü İşleme
Farklı üst katmanlar içeren bir algılama sistemi.,Görüntü İşleme
Bir dokunmatik panel.,Görüntü İşleme
Görüntü işleme yöntemi ve cihazı,Görüntü İşleme
BİYODİZEL/DİZEL YAKIT KARIŞIMLARINDA BİYODİZEL ORANINI TESPİT EDEN SİSTEM,Görüntü İşleme
GÖRÜNTÜ İŞLEME YÖNTEMİ VE SİSTEMİ,Görüntü İşleme
OTOMATİK PERİFERİK YAYMA CİHAZI,Görüntü İşleme
Sentetik resim oluşturmaya yönelik yöntem ve aygıt.,Görüntü İşleme
BİR GÖRÜNTÜLEME CİHAZI,Görüntü İşleme
Görüntülü güneş izleme sistemi,Görüntü İşleme
YAPAY ZEKÂ VE GÖRÜNTÜ İŞLEME TABANLI KAN VE İDRAR HÜCRELERİ KOMBİNE SAYIM CİHAZI VE YÖNTEMİ,Görüntü İşleme
ELEKTRO-OPTİK SİSTEMLER İÇİN ALGORİTMA GELİŞTİRME VE VERİ TABANI OLUŞTURMADA KULLANILAN BİR DÖNGÜ SİSTEMİ,Görüntü İşleme
SATIŞ YAPILAN ALANLARDA SATIN ALMA EĞİLİMİ YÜKSEK KİŞİLERİN BELİRLENMESİNİ SAĞLAYAN BİR SİSTEM,Görüntü İşleme
BİR TANI DESTEK SİSTEMİ,Görüntü İşleme
Kan grubu jel test kartı görüntüleme sonuç bulma ve arşivleme otomasyon cihazı.,Görüntü İşleme
LOKASYON BAZLI SES VE GÖRÜNTÜ ÜZERİNDEN KAMPANYA,Görüntü İşleme
GPS İLE KONUM TESPİTİ VE GERÇEK ZAMANLI YÜZ TANIMA YAPABİLEN ROBOT,Görüntü İşleme
Görüntülü ölçüm sistemi,Görüntü İşleme
Akaryakıt istasyonlarında gerçekleşen akaryakıt satışı ve alımı işlemlerinin görüntü işleme özelliğine sahip sistem ile kayda alınması - kontrol edilmesi,Görüntü İşleme
AFLATOKSİNLİ GIDA ÜRÜNLERİNİN SAPTANMASI VE AYRILMASI İÇİN GELİŞTİRİLEN AYIRMA MAKİNESİ,Görüntü İşleme
Bir Sınav Değerlendirme Sistemi.,Görüntü İşleme
BİR HEDEF TESPİT VE TAKİP BİRİMİ,Görüntü İşleme
Görüntü oluşturma aparatı,Görüntü İşleme
Termal kamera.,Görüntü İşleme
Kamera kontrollü otomatik araç gölgeliği.,Görüntü İşleme
Akıllı görüntü işleme temelli gaita analiz cihazı.,Görüntü İşleme
Bir x-ışını görüntüleme cihazı.,Görüntü İşleme
Sac büküm açısı ayarlama prosesi.,Görüntü İşleme
En az iki değişik baskı yönteminde kullanım için en az bir dekor baskısının üretilmesi için yöntem ve bu yöntemin uygulanması için bir cihaz.,Görüntü İşleme
Kokpit kamera destekli platform aviyonik silah entegrasyon modülü.,Görüntü İşleme
Geçiş kontrol sistemi.,Görüntü İşleme
Yüzey kusurlarının tespit edilmesine yönelik bir denetleme sisteminin kontrol edilmesine yönelik cihaz ve yöntem.,Görüntü İşleme
Bir hasta kullanıcının vücut kısmının görüntülenmesine yönelik sistem ve yöntem.,Görüntü İşleme
Gelişmiş hdr görüntü kodlama ve kod çözme yöntemleri ve cihazları.,Görüntü İşleme
Kumaşlardaki hatalı bölgelerin tespit edilmesini sağlayan yöntem.,Görüntü İşleme
Kaydırıcı birleştirme makinesinin kaydırıcı inceleme cihazı.,Görüntü İşleme
WebRTC plugin (eklenti) ile herhangi bir html tabanlı ağ istemcisi kullanarak gelişmiş telekomünikasyon servislerinde sesli ve görüntülü çağrı yapabilme metodu.,Görüntü İşleme
Bir görüntü işleme modülü.,Görüntü İşleme
Nesne algılama sistemi.,Görüntü İşleme
Bir piksel toplamı hesaplama yöntemi.,Görüntü İşleme
Hedef takip pencere boyunu güncelleme yöntemi.,Görüntü İşleme
Araç üstü mobil vinçlerde yenilik.,Görüntü İşleme
Bir yeniden programlanabilir gelişmiş akıllı işlem modülü.,Görüntü İşleme
Sayısal görüntüleme sistemi entegreli ayarlanabilir metai şekillendirme kaiıbı.,Görüntü İşleme
Uygulanan baskı yönteminden bağımsız olarak aynı kalitede dekor baskının üretilmesi için yöntem ve bu yöntemin uygulanması için aygıt.,Görüntü İşleme
Bir görüntü işleme modülü.,Görüntü İşleme
Görüntülerdeki nesnelerin iki aşamalı sınıflandırması.,Görüntü İşleme
Bilgisayar/tablet/telefon etkileşimi modülü.,Görüntü İşleme
Lazer kaynaklama konumu-saptama cihazı ve kaynaklama konumu- saptanması yöntemi.,Görüntü İşleme
Görüntü işleme destekli tarayıcı lazer epilasyon cihazı ve yöntemi.,Görüntü İşleme
Aktif matrisli çok noktalı dokunma sensörü.,Görüntü İşleme
Etkileşimli görüntü ek açıklaması için sistem ve yöntem.,Görüntü İşleme
Yüksek fırın şarj seviyesinin çevrimiçi ölçümü için sistem ve yöntem.,Görüntü İşleme
Bir fotoğraf makinesinin parametrelerini belirlemek için metot ve görüntü işleme donanımı.,Görüntü İşleme
Konsantrasyon kaybı algılama ve uyarı sistemi.,Görüntü İşleme
Bir sürüş destek sistemi ve yöntemi.,Görüntü İşleme
Bir görüntüden görsel bir objeyi kaldırmaya yönelik bir yöntem ve görüntü işleme sistemi.,Görüntü İşleme
Cihaz ve robotlara çok noktalı yuksek hassasiyetli dokunma hissi sağlayan modül.,Görüntü İşleme
Bagaj parçalarına yönelik taşıma sistemi bu tür bir taşıma sistemi içeren kontrol sistemi ve bu tür bir taşıma sistemini kullanma yöntemi.,Görüntü İşleme
Artırılmış gerçekliğe yönelik bir oyuncak yapı sistemi.,Görüntü İşleme
Değişen düzeylerde meta veriler içeren renk yönetiminin denetlenmesine yönelik ölçeklenebilir sistemler,Görüntü İşleme
Video verilerindeki görüntü sınırlarının algılanmasına yönelik yöntem ve aparat.,Görüntü İşleme
Görüntü kodlama aparatı görüntü kodlama yöntemi buna yönelik program görüntü kod çözme aparatı görüntü kod çözme yöntemi ve buna yönelik program.,Görüntü İşleme
Dijital görüntü dizilerini stabilize etmeye yönelik bir sistem ve yöntem.,Görüntü İşleme
Elektronik bir görüntüleme sistemini odaklamaya yönelik bir sistem ve yöntem.,Görüntü İşleme
Bir görüntü işleme cihazı.,Görüntü İşleme
Bir çözünürlük iyileştirme sistemi ve yöntemi.,Görüntü İşleme
Görüntü işleme cihazı ve görüntü işleme yöntemi.,Görüntü İşleme
Bir görüntüleme tekniği ve görüntüleme sistemi.,Görüntü İşleme
Görüntü işleme cihazı ve görüntü işleme yöntemi.,Görüntü İşleme
Radyasyon zırhlayan baritli kumaş üretimi.,Görüntü İşleme
Görüntülü çağrı ile otantikasyon sistemi ve yöntemi.,Görüntü İşleme
Lazer işleme makinesi.,Görüntü İşleme
Çift taraflı bir gösterim paneli.,Görüntü İşleme
Bir hava aracının önündeki olumsuz atmosfer koşullarının saptanmasına yönelik sistem ve yöntem.,Görüntü İşleme
Şeffaf bir substratın optik kalitesinin analizi için yöntem ve tertibat.,Görüntü İşleme
Bir gözün görüntülenmesine yönelik aparat ve yöntem.,Görüntü İşleme
Bir sinyal programı optimizasyon sistemi ve yöntemi.,Görüntü İşleme
Çok renkli görüntüleme sistemi ve yöntemi,Görüntü İşleme
Video işleme programı cihazı ve yöntemi ve video işleme cihazı ile monte edilen görüntü cihazı.,Görüntü İşleme
Tıbbi aletlere ilaç ve/veya polimer doldurmak için yöntem ve cihaz.,Görüntü İşleme
Görüntü işleme cihazı ve yöntemi.,Görüntü İşleme
Bir refleksif güvenlik sistemi ve yöntemi.,Görüntü İşleme
Ulusal taşıt tanıma takip ve güvenlik ağı.,Görüntü İşleme
Retina implantı ve bu tür bir implantı içeren görsel protez.,Görüntü İşleme
Bilgisayar destekli göz ameliyati için görüntü işlemeye yönelik yöntem ve aparat.,Görüntü İşleme
Satranç oynayan robot.,Görüntü İşleme
Bir motorlu taşıt içindeki sürücünün görüş alanını genişletmeye yarayan yöntem ve cihaz.,Görüntü İşleme
Optik Nişangâhlı Silahlarda Kablosuz Görüntü Aktarma Cihazı.,Görüntü İşleme
Bir yayın alıcı cihaz.,Görüntü İşleme
Taşıt çevresinin görülmesine yardımcı olan tümleşik bir sistem.,Görüntü İşleme
Radyografik görüntülemede dinamik hata düzeltme.,Görüntü İşleme
Parmak damarı doğrulama ünitesi ve bilgi işleme ünitesi.,Görüntü İşleme
Binoküler steryoskobik taramalı radyografik görüntülemeye ilişkin metot ve sistem.,Görüntü İşleme
Kalıntısal verilere dayalı gama-düzeltme-tablosu güncellemesi için etkili metot,Görüntü İşleme
Toplu gösterim yerlerinde izleyici sayısını belirleme tertibatı,Görüntü İşleme
Görüntü işlem cihazı ve usulü.,Görüntü İşleme
Kasaplık gövdelerin sınıflandırılması ve de bunların niteliklerinin ve niceliklerinin saptanması için verilerin toplanması.,Görüntü İşleme
Görüntü işleme ve dizi verilerinin analizi.,Görüntü İşleme
Patatesleri ve benzeri maddeleri kontrol etmek için kullanmaya yönelik aygıt.,Görüntü İşleme
Bir kasaplık hayvan karkasının kalitesinin ve niceliklerinin tespit edilmesi için yöntem.,Görüntü İşleme
Görüntü işleme için bir yöntemsistem cihaz ve bir görüntü kaydı.,Görüntü İşleme
Kontrast maddeli renkli akım görüntüleme.,Görüntü İşleme
Nörolojik hastalıkların gidişatının kontrolü için gözetim sistemi.,Görüntü İşleme
Dikey görüntü oynatma ünitesi,Görüntü İşleme
Konfigüre edilebilir patern optimize edici.,Görüntü İşleme
Görüntünün iyileştirilmesi için bir görüntü işleme aleti ve yöntemi ve görüntü işleme aparatını içeren bir görüntü gösterim aleti.,Görüntü İşleme
Elektrik parçasını inceleme yöntemi elektrikli conksiyon kutusunun inceleme aparatı ve terminal takımlarının inceleme aparatı,Görüntü İşleme
Termal muamele için bir konveyör bant üzerinde yapılmış bir malzeme yatağının yüzey yüksekliğinin ölçülmesi için bir yöntem.,Görüntü İşleme
Araç altı görüntüleme rampası,Görüntü İşleme
Yeryüzünden kablodan veya uydudan yayın için uygun program eşlem bilgisi oluşturmak ve işlemek için bir sistem.,Görüntü İşleme
Görüntü işleme için yöntem,Görüntü İşleme
Lazer CNC makineleri için kamera tabanlı sac ölçüm sistemi,Görüntü İşleme
F5 sinirsel aktivite verisinden kol kinematiğinin gerçek-zamanlı çözme,Görüntü İşleme
Video analizi ile balık geçitlerinde balık tanıma ve kuyruk sallama frekansı tahmini,Görüntü İşleme
Kızılötesi görüntüde sinir ağı ve kümeleme ile kenar belirleme,Görüntü İşleme
Bacak hareketi izleme için tekstil tabanlı algılama sistemi,Görüntü İşleme
Çok amaçlı optimizasyon yaklaşımına dayalı en iyi market konumunun belirlenmesi,Görüntü İşleme
Parçacık filtresi tabanlı sürücü manevra algılama ve uyarı sistemi,Görüntü İşleme
Morphological görüntü işleme tekniği kullanılarak yol kavşaklarında trafik sinyalizasyon kontrolü,Görüntü İşleme
Öz-denetimli pankeskinleştirme: Çekişmeli üretken ağlar ile pankromatik görüntülerin güdümlü renklendirilmesi,Görüntü İşleme
Dermoskopi görüntülerinde derin öğrenme analizi,Görüntü İşleme
Video işleme için FPGA tabanlı bir donanım platformu,Görüntü İşleme
Röntgen görüntüsü incelemede uzmanlık düzeyi belirleme,Görüntü İşleme
Derin öğrenme yöntemleri ile dokunsal parke yüzeyi tespiti,Görüntü İşleme
Kan damarlarının çeşitli görüntü işleme teknikleriyle incelenmesi,Görüntü İşleme
Nesnelerin interneti için kenar bilişim tabanlı akıllı görsel algılama analizi,Görüntü İşleme
Biyomedikal İşaret ve Görüntülerde Görgül Kip Ayrışımı,Görüntü İşleme
Trackartı: Akut solunum yolu enfeksiyonu geçiren çocuk hastalar için mobil sağlık takip sistemi,Görüntü İşleme
Fındık zarı uygunluğunun opencv ile belirlenmesi için yazılım ve donanım geliştirilmesi,Görüntü İşleme
Farklı sayısal görüntü işleme teknikleri ile biyometrik görüntü analizi,Görüntü İşleme
Karakter tanıma sistemleri ve Osmanlıca için bir uygulama,Görüntü İşleme
Görüntü işleme yöntemleri kullanılarak gözdeki damarların tespit edilmesi,Görüntü İşleme
Çok seviyeli eşikleme ve arı algoritması yardımıyla renkli görüntülerin sınıflandırılması,Görüntü İşleme
Shearlet dönüşümü kullanılarak gerçek zamanlı kumaş hatası tespiti,Görüntü İşleme
Görüntü işleme teknikleri kullanılarak anizokori hastalığının teşhisi,Görüntü İşleme
JPEG dosyalarının hafıza boyutlarının düşürülmesi,Görüntü İşleme
Ses ve görüntü işleme eşleştirmesi ve işitme engelliler için bir konuşma terapi uygulaması,Görüntü İşleme
Yüz parametreleri yardımı ile insanların etnik kökenlerine göre sınıflandırılması,Görüntü İşleme
Derin öğrenme kullanarak iha ile hareketli bir hedefin otonom olarak yakalanması,Görüntü İşleme
Görüntü işleme teknikleri ile enjektör üretiminde kalite kontrolü,Görüntü İşleme
Ayrık dalgacık dönüşümü tabanlı paralel görüntü sıkıştırma sistemi tasarımı,Görüntü İşleme
Görüntü işleme tekniklerini kullanarak beyindeki epidural hematomların otomatik tespiti,Görüntü İşleme
Görüntü işleme teknikleri kullanılarak cilt kanseri segmentasyonu,Görüntü İşleme
Desen sınıflandırma için kortikal gösterimlerin geleneksel görüntü işleme yöntemleri ile karşılaştırılması,Görüntü İşleme
Beyin tümörlerinin görüntü işleme teknikleri kullanılarak bilgisayar destekli tespiti,Görüntü İşleme
Görüntü işleme teknikleri ile 3 boyutlu yüz tanıma / 3D face recognition with image processing techniques,Görüntü İşleme
Çok ölçekli ikili benzerlik yüz tanıma için yerel ikili örüntü varyantı,Görüntü İşleme
Yüz tanıma sistemlerinde yanıltma ataklarının tespiti,Görüntü İşleme
Yerel zernike momentleri ve metrik öğrenme yöntemleriyle yüz çifti eşleme,Görüntü İşleme
Raspberry Pi ile gerçek zamanlı yüz tanıma ve kontrol sistemi,Görüntü İşleme
Yüz tanıma sistemlerinin yanıltılmasına karşı bir yöntem: yüz videolarında nabız tespiti ile canlılık doğrulaması,Görüntü İşleme
Biyometrik güvenlik sistemleri ve yüz tanımaya dayalı çevrimiçi sınav sistemi,Görüntü İşleme
Görüntü tabanlı güneş pozisyonu değiştirme ve yeniden ışıklandırma,Görüntü İşleme
Büyük ölçekli yüz tanıma sistemlerinde arama uzayının küçültülmesi amacıyla verilerin temsil benzerliklerine göre kümelendirilmesi,Görüntü İşleme
Bilgisayarla görme yöntemlerini kullanarak perakende mağazalarında ürün tanınma ve sayma,Görüntü İşleme
Çevrimiçi sosyal ağlardaki görüntüler için mahremiyet poliçesi üretimi,Görüntü İşleme
Mikro silindir görüntü modelinin parametrelerinin fotoğraftan çıkarılması,Görüntü İşleme
Görüntüde logo algılama ve analiz,Görüntü İşleme
Bilgisayar destekli avuç içi damar izi tanımaya dayalı kimlik doğrulama sistemi tasarımı,Görüntü İşleme
Parçacık sürü optimizasyonu kullanarak çok amaçlı görüntü zenginleştirme,Görüntü İşleme
Bilgisayar görüsü teknikleri ile gökyüzü görüntülerinin analizi ve bulut hareketlerinin izlenmesi,Görüntü İşleme
Göz iris görüntülerinde kaotik yapının analizi,Görüntü İşleme
Bilgisayarla görü tabanlı satranç oyunu izleme sistemi,Görüntü İşleme
Uydu görüntülerinden zincir kod yöntemi kullanılarak otomatik yol çıkarımı,Görüntü İşleme
Gezgin robotun görme tabanlı ve gerçek zamanlı olarak engelden sakınımı,Görüntü İşleme
Sır paylaşımı tabanlı elektronik görsel şifreleme sistemi,Görüntü İşleme
Veri madenciliği uygulamaları için yeni bir arayüz tasarımı,Görüntü İşleme
Göz ile fark edilmeyen küçük hareketlerin algılanmasında görüntü büyütme yöntemlerinin performans analizi,Görüntü İşleme
Görüntü işleme tabanlı delta robot kontrolü,Görüntü İşleme
Yüz algılama için yerel algılayıcı alanlara dayalı aşırı öğrenme makinesi,Görüntü İşleme
Otomatik lisans ve plaka tanıma kullanarak araç tanımlayıcı tanıma sistemi,Görüntü İşleme
Termografi ve evrişimsel sinir ağları ile meme kanseri analizi,Görüntü İşleme
Görüntü işleme yöntemlerı ile araç logo tanıma,Görüntü İşleme
Videoda nesne takibi için hibrit metot geliştirmesi,Görüntü İşleme
Dijital kamera ve lazer işaretleyici kullanılarak görüntü işleme yöntemiyle yer değiştirmenin ölçülmesi,Görüntü İşleme
Gerçek zamanlı bir görüntü işleme sisteminin model tabanlı olarak tasarlanması,Görüntü İşleme
Yüksek sıcaklığa maruz kalmış betonlarda meydana gelen çatlakların görüntü işleme tekniği ile tespit edilmesi,Görüntü İşleme
Görüntü işleme yöntemi ile salatalık kalite değişiminin sayısal analizi,Görüntü İşleme
FPGA üzerinde görüntü işleme algoritmalarının gerçek zamanlı olarak gerçekleştirilmesi,Görüntü İşleme
Göz ile kontrol edilebilen tekerlekli sandalye,Görüntü İşleme
Dinamik video görüntülerinden durum buğday tohumunun ysa algoritması ile sınıflandırılması,Görüntü İşleme
Tomografide temel beyin tanılarının otomatik tespiti,Görüntü İşleme
İnsansız hava araçları için yerleşim yeri ayırt etme sistemi,Görüntü İşleme
Çok çekirdekli işlemcilerde yeni bir paralel görüntü işleme yöntemi ve yöntemin yüz tanıma problemine uygulanması,Görüntü İşleme
Medikal görüntülerin çoklu çözünürlük metotları ile analizi,Görüntü İşleme
Uydu görüntülerinin pan keskinleştirilmesi ve performans analizi,Görüntü İşleme
Üniversite kampüsündeki araç plaka tanıma ve takibi için matematik ve algoritmik ilkeler,Görüntü İşleme
Görüntü işleme algoritmalarının FPGA donanımı üzerinde gerçeklenmesi,Görüntü İşleme
Dijital kamera kullanılarak robotun bilgisayar sistemiyle birleşik çalıştırılması,Görüntü İşleme
Karma iletim hatlarında mesafe koruma rölesi çalışmasının incelenmesi ve çalışma başarımlarının yükseltilmesi,Görüntü İşleme
Yapay zeka tabanlı drone optimizasyonu,Görüntü İşleme
Yumurta üretim tesisleri için görüntü analiz sisteminin geliştirilmesi ve uygulanması,Görüntü İşleme
Ataletsel ölçüm birimi destekli kızılötesi görüntüleme sistemi tasarımı,Görüntü İşleme
Görüntü işleme teknikleri ile mekanik sayaç bilgilerinin okunması ve merkezi sisteme iletilmesi,Görüntü İşleme
Görüntü işleme ile ağaç meyve yükünün hesaplanması,Görüntü İşleme
Elektronik malzeme montajı yapan al ve yerleştir makineleri için görüntü işleme yazılımının geliştirilmesi,Görüntü İşleme
Fotovoltaik panellerin üzerindeki toz yoğunluğunun görüntü işleme ile tespiti,Görüntü İşleme
İnsansız hava araçlarında görüntü işleme ile rota tespiti ve otonom takibi,Görüntü İşleme
Görüntü işleme metotları ile girişimsel olmayan mide kanserinin tespit edilmesi,Görüntü İşleme
Görüntü işleme tekniği kullanan bilgisayar destekli güvenlik sistemi tasarımı,Görüntü İşleme
Görüntü işleme teknikleri ile beyaz yumurtalar üzerindeki yumurta kabuğu kusurlarının algılanması,Görüntü İşleme
Sayısal görüntü işleme ile etkili nesne takip metodlarının geliştirilmesi ve uygulanması,Görüntü İşleme
Sayısal görüntü işlemede paralel bölütleme,Görüntü İşleme
FPGA kontrollü robotik göz,Görüntü İşleme
Görüntü iyileştirme ve onarma teknikleri,Görüntü İşleme
Sahada programlanabilen kapi dizilerinde yapay sinir ağlari ile yüz tanıma,Görüntü İşleme
Phyton üzerinden derin öğrenme algoritmaları kullanılarak deri görüntüsünden cilt hastalıklarının tespit edilmesi,Görüntü İşleme
Görüntü işleme yöntemlerini kullanarak kimyasal idrar görüntülerinin incelenmesi,Görüntü İşleme
Gerçek zamanlı görüntü işleme ile sınıf ortamındaki öğrencilerin tanınması ve dikkat dağınıklıklarının tespiti,Görüntü İşleme
Uzaktan algılanan görüntüler için görüntü iyileştirme yöntemlerinin incelenmesi,Görüntü İşleme
Matlab yardımıyla konveyör bantlarda kameralı ürün sayımı ve görüntü işleme,Görüntü İşleme
Kan hücrelerinin görüntü işleme teknikleriyle tespiti sayılması ve sınıflandırılması,Görüntü İşleme
Gürültüye karşı dayanıklı bir kenar tespit algoritması geliştirilmesi,Görüntü İşleme
Mr görüntülerinde baş bölgesine ait anormal yapıların belirlenmesi ve hacimlerinin hesaplanması,Görüntü İşleme
Kenar algılama algoritmalarının MATLAB/SIMULINK ve FPGA kullanılarak gerçekleştirilmesi,Görüntü İşleme
Görüntü füzyonu yöntemleri ile karaciğer lezyon görüntülerinin değerlendirilmesi,Görüntü İşleme
MR görüntülerinin lineer olmayan sınıflandırma teknikleri,Görüntü İşleme
Çelik içerisindeki metal olmayan kalıntıların görüntü işleme yöntemleriyle otomatik olarak tespit edilmesi ve sınıflandırılması,Görüntü İşleme
Lazer kesim makineleri için görüntü işleme uygulamaları,Görüntü İşleme
Ticari araçlar için şerit değiştirme uyarı sistemi tasarımı,Görüntü İşleme
FLIR video ve resim görüntülerinde hedef bulma ve takip etme,Görüntü İşleme
Gerçek zaman görüntülerde hareketli nesnelerin bulunmasi ve takip edilmesi,Görüntü İşleme
Acil vaka bildirimleri için Türk işaret dili tanıma,Görüntü İşleme
Hipertansiyon için retina görüntülerinden atardamar daralmasını kullanarak otomatik tanı algoritmasının geliştirilmesi,Görüntü İşleme
Kompleks değerli yapay sinir ağları için yeni aktivasyon fonksiyonlarının tanımlanması,Görüntü İşleme
Trafik işaretlerinin derin sinir ağları ile sınıflandırılması,Görüntü İşleme
Yeni doğanlar için küvöz otomasyonu ve tıbbi termal görüntü kontrol sistemi tasarımı,Görüntü İşleme
Dizi laser diyotların potansiyel endüstriyel uygulamaları,Görüntü İşleme
IQ-Math sayı standartlarında FPGA-tabanlı kaotik osilatörün tasarımı ve gerçeklenmesi,Görüntü İşleme
Döküm sektöründe görüntü işleme teknikleri kullanılarak parça kontrolü,Görüntü İşleme
Yeni doğan bebeklerin termal görüntülerinin derin öğrenme yöntemleri ile sınıflandırılması,Görüntü İşleme
Uydu görüntülerinden uçak tespiti,Görüntü İşleme
Programlanabilir metayüzeyler ve monopol anten uygulamaları,Görüntü İşleme
Savunma sanayi uygulamalarına yönelik çok katmanlı artırılmış gerçeklik görüntü üreticinin tasarlanması ve geliştirilmesi,Görüntü İşleme
Lazer kesim tezgâhları için görüntü işleme tabanlı kontrol ve güvenlik sistemi,Görüntü İşleme
FPGA platformu için Vivado HLS tabanlı SURF algoritmasının gerçeklenmesi,Görüntü İşleme
Görsel servolama yaklaşımı ile endüstriyel robot kol kontrolü,Görüntü İşleme
Üzüm türünün tespiti için çok katmanlı yerel ikili örüntüler,Görüntü İşleme
Büyük veri tabanlarında yarı eğitmenli yaklaşımlar kullanarak imge erişimi,Görüntü İşleme
Intelligent sensing and tracking applications for human machine interaction,Görüntü İşleme
Silindirik cisimlerin görüntü işleme ile hata tespiti,Görüntü İşleme
OpenCL ortamında görüntü iyileştirme işlemlerinin paralel programlama yöntemiyle gerçekleştirilmesi,Görüntü İşleme
Yere nüfuz eden radar verilerinin işlenmesi ile hedef tespiti,Görüntü İşleme
Öğrenme yönetim sistemlerinde derse katılım durumunun yüz tanıma teknolojisi ile belirlenmesi,Görüntü İşleme
Gabor filtreleri ve seyrek gösterim ile SAR görüntülerinde otomatik hedef tanıma,Görüntü İşleme
Kızılötesi dedektör tasarımı için doğadan esinlenmiş göz yapılarının dalga analizi,Görüntü İşleme
Görüntü işleme tekniği ile korunan alanlarda kaynak değeri oluşturan yaban hayvanlarının envanterine yönelik tür ve sayı tespiti yapılması,Görüntü İşleme
Hiperspektral görüntülerde LiDAR destekli spektral bölütleme,Görüntü İşleme
Hiperspektral görüntü ve LiDAR verisinin koşullu rastgele alanlar yöntemi ile birleştirilmesi ve sınıflandırılması,Görüntü İşleme
Mikrobiyolojik disk difüzyon yöntemi ile elde edilen görüntülerin gerçek zamanlı görüntü işleme teknikleri ile analizi,Görüntü İşleme
Dokunmatik ekranlı cihazlar için görüntü işlemeye dayalı robotik test otomasyon sistemi geliştirilmesi,Görüntü İşleme
Lazer ışını ile işaretlenen hareketli cisimleri hedefe kitlenerek izleyen sistem,Görüntü İşleme
Şablon eşleştirme yöntemi ile nesne takibi ve yüksek hızlı fpga gerçeklemesi,Görüntü İşleme
Görüntü işleme teknikleri kullanılarak ekmek kallitesi ölçümlerinde kullanılabilecek doku özelliklerinin çıkartılması,Görüntü İşleme
Pan-tilt kameralar için arka plan modellemenin donanımda gerçekleştirilmesi,Görüntü İşleme
Mobil damar görüntüleme cihazı tasarımı,Görüntü İşleme
Mikroskop görüntüsünde otomatik hücre sayımı,Görüntü İşleme
Gürültülü durumlar için radar mikro-doppler sınıflandırma başarımının iyileştirilmesi,Görüntü İşleme
Lazer Epilasyon için Optik Görüntüleme ile Öznitelik Tabanlı Kıl Bölgesi Tespiti,Görüntü İşleme
Yüz bulma ve tanıma sistemleri kullanarak kimlik tespitinin yapılması,Görüntü İşleme
Altuzay yöntemleri ile trafik işareti tanıma,Görüntü İşleme
Çok seviyeli eşikleme probleminin yapay arı kolonisi algoritmaları ile çözülmesi,Görüntü İşleme
Yumurta tasnif makineleri için kusurlu yumurtaları ayırma sistemi tasarımı,Görüntü İşleme
Görüntü işleme tabanlı insansız mobil araç konumlandırma sistemi,Görüntü İşleme
Görüntü işleme uygulamaları için FPGA geliştirme kartı tasarımı ve gerçekleştirilmesi,Görüntü İşleme
Vinç sistemlerinde görüntü işleme tekniği ile salınım incelenmesi ve giriş şekillendirici denetim,Görüntü İşleme
MR görüntülerinde alzheimer hastalığının özniteliklerinin belirlenmesi,Görüntü İşleme
Diyabetik retinopati tespitinde yeni bir algoritma kullanılarak optik disk yerinin kestirimi,Görüntü İşleme
Bulanık mantık yaklaşımını kullanarak endokardiyalin kenar çıkarımı,Görüntü İşleme
Benek gürültülü görüntüleri onarma,Görüntü İşleme
Curvelet dönüşümü kullanılarak Snake algoritması ile imgede kenar algılama,Görüntü İşleme
Çeşitli akışkan akışı problemlerinin doğrusal veya doğrusal olmayan dinamik modellemesi ve kontrolü,Görüntü İşleme
Sayısal görüntü segmentasyonunda bulanık C-Mean kümelendirmesi ile level set yaklaşımı,Görüntü İşleme
Otomatik tohumlandırmalı bölge büyütme metoduyla renkli görüntülerde bölge ve kenar tespiti,Görüntü İşleme
Alan programlanabilir kapı dizileri (FPGA) üzerinde manyetik rezonans görüntülerin bölütlenmesi,Görüntü İşleme
Video aslının ve bütünlüğünün PFGA ile doğrulanması,Görüntü İşleme
Kumaş dokuma hatalarının tespiti ve sınıflandırılması,Görüntü İşleme
Pozlanmış görüntüleri sınıflandırarak etiketleme,Görüntü İşleme
Otomatik trafik işareti tanıma,Görüntü İşleme
Dönerkanat tipinde bir insansız hava aracıyla video tabanlı üst düzey işlevlerin tasarlanması,Görüntü İşleme
Tek bakış açısı derinlik kestirimi yöntemi ile robot denetimi,Görüntü İşleme
Tek kartlı bilgisayarda çalışacak bir linux işletim sisteminin derlenmesi ve gerçek zamanlı çalışan bir uygulamanın oluşturulması,Görüntü İşleme
Mitral kapak Doppler sinyallerinin ileri işaret işleme metotları ile analizi ve sınıflandırılması,Görüntü İşleme
Derinlik kamera bilgisini kullanarak insansı robot'ta görsel servo-kontrol uygulaması,Görüntü İşleme
Görüntü işleme uygulamalarında hızlı Gauss filtre tasarımı,Görüntü İşleme
Görüntü işleme algoritmalarının sahada programlanabilir kapı dizileri çalışma kartında gerçeklenmesi,Görüntü İşleme
Plc ve scada ile görüntü tabanlı servo kontrol sistemi,Görüntü İşleme
Sayısal meme tomosentezi görüntülemenin toplam değişinti minimizasyonu kullanarak sıkıştırılmış algılama yöntemleri temelli benzetimi değerlendirmesi ve çalışması,Görüntü İşleme
İnsansız hava aracı ile otonom olarak alan tarama hedef tespiti ve takibi,Görüntü İşleme
Anomali içeren asfalt resimlerinde derin öğrenme yöntemleri kullanılarak çukur tespit etme,Görüntü İşleme
Dört pervaneli uçan robotların görüntü temelli otonom inişi,Görüntü İşleme
